AFA,AFE,AFO,AFS,AMG,CAR,CF1,CF2,CF3,CFO,CPS,GCC,GLI,IBL,LIN,LIP,MAC,MON,NTI,OTR,OXA,Otros,PEN,POL,QUI,SUL,TMS,TTC,horas_VM,contMask,numberOfPatients,numberOfPatientsMR,neighbor_CAR,neighbor_IBL,neighbor_AFO,neighbor_OXA,neighbor_QUI,neighbor_PEN,neighbor_AFA,neighbor_CF3,neighbor_GLI,neighbor_CPS,neighbor_TMS,neighbor_LIN,neighbor_NTI,neighbor_MAC,neighbor_OTR,neighbor_AMG,neighbor_AFE,neighbor_POL,neighbor_CF1,neighbor_GCC,neighbor_LIP,neighbor_AFS,neighbor_MON,neighbor_CFO,neighbor_Otros,neighbor_TTC,neighbor_CF2,neighbor_SUL,cambio_postural,insulina,nutr_art,sedacion,relajacion,n_transf,farm_vasoactivos,dosis_nems,hoursTraqueo,hoursConUlcera,hoursConHemo,C01 VC acceso periférico 1,C01 VC acceso periférico 2,C02 Vía central - YD,C02 Vía central - SD,C02 Vía central - SI,C02 Vía central - FD,C02 Vía central - YI,C02 Vía central - FI,numberOfCatheters,pc_acinet,pc_enteroc,pc_pseud,pc_staph,pc_no_germ
0.15047021943573669,0.07210031347962387,0.1081504702194358,0.054858934169279006,0.08150470219435735,0.33072100313479624,0.050156739811912265,0.045454545454545525,0.16614420062695923,0.047021943573667735,0.0,0.051724137931034475,0.14263322884012541,0.2507836990595611,0.06269592476489028,0.056426332288401326,0.05956112852664586,0.0658307210031348,0.056426332288401326,0.06739811912225713,0.17554858934169282,0.048589341692790056,0.10971786833855801,0.056426332288401326,0.22413793103448276,0.045454545454545525,0.07366771159874608,0.050156739811912265,0.07836990595611293,0.7946708463949843,0.2053291536050157,0.2492163009404389,0.2695924764890283,0.29623824451410663,0.206896551724138,0.2492163009404389,0.30094043887147337,0.21473354231974928,0.2805642633228841,0.2695924764890283,0.18965517241379315,0.22100313479623823,0.15517241379310354,0.15517241379310354,0.16457680250783702,0.10658307210031348,0.12382445141065834,0.17084639498432608,0.11285266457680254,0.07366771159874608,0.12225705329153613,0.07993730407523514,0.08934169278996873,0.08150470219435735,0.07680250783699061,0.051724137931034475,0.06269592476489028,0.07366771159874608,0.056426332288401326,0.050156739811912265,0.40595611285266464,0.41849529780564265,0.28996865203761757,0.31818181818181823,0.06739811912225713,0.08934169278996873,0.14576802507836994,0.11285266457680254,0.06739811912225713,0.1191222570532916,0.08307210031347967,0.25705329153605017,0.0642633228840126,0.2507836990595611,0.15987460815047028,0.13636363636363635,0.07053291536050166,0.10188087774294674,0.048589341692790056,0.24294670846394983,0.05956112852664586,0.1959247648902822,0.23354231974921635,0.19278996865203768,0.877742946708464
0.11755485893416928,0.0329153605015674,0.07836990595611293,0.018808777429467072,0.042319749216300995,0.2915360501567399,0.010971786833855801,0.006269592476489061,0.12695924764890287,0.00783699059561127,0.051724137931034475,0.0,0.11285266457680254,0.21159874608150475,0.036050156739811934,0.017241379310344862,0.023510971786833923,0.026645768025078453,0.036050156739811934,0.031347962382445194,0.14576802507836994,0.009404388714733591,0.07680250783699061,0.017241379310344862,0.20062695924764895,0.006269592476489061,0.034482758620689724,0.010971786833855801,0.042319749216300995,0.8244514106583072,0.17554858934169282,0.2382445141065831,0.2492163009404389,0.2695924764890283,0.18025078369905956,0.2163009404388715,0.2711598746081505,0.1849529780564264,0.2601880877742947,0.2492163009404389,0.15987460815047028,0.20062695924764895,0.12852664576802508,0.12852664576802508,0.13479623824451414,0.06739811912225713,0.08777429467084641,0.13479623824451414,0.08934169278996873,0.040752351097178674,0.08307210031347967,0.047021943573667735,0.056426332288401326,0.045454545454545525,0.043887147335423204,0.015673981191222652,0.020376175548589393,0.034482758620689724,0.017241379310344862,0.010971786833855801,0.39811912225705326,0.42006269592476486,0.2695924764890283,0.30721003134796243,0.028213166144200663,0.053291536050156796,0.11598746081504707,0.07993730407523514,0.034482758620689724,0.08934169278996873,0.053291536050156796,0.23354231974921635,0.025078369905956133,0.2178683385579938,0.13322884012539193,0.11285266457680254,0.031347962382445194,0.07210031347962387,0.009404388714733591,0.21003134796238243,0.026645768025078453,0.1724137931034483,0.21316614420062696,0.1849529780564264,0.9043887147335423
0.17084639498432608,0.1300940438871474,0.15673981191222575,0.11285266457680254,0.12068965517241381,0.30094043887147337,0.11128526645768033,0.10658307210031348,0.21159874608150475,0.1081504702194358,0.14263322884012541,0.11285266457680254,0.0,0.24294670846394983,0.12695924764890287,0.11755485893416928,0.11755485893416928,0.12695924764890287,0.12382445141065834,0.12539184952978055,0.24608150470219436,0.10971786833855801,0.1739811912225706,0.11128526645768033,0.24451410658307215,0.10658307210031348,0.13479623824451414,0.1081504702194358,0.14263322884012541,0.7398119122257054,0.25391849529780564,0.2946708463949843,0.31818181818181823,0.3040752351097179,0.2492163009404389,0.28840125391849536,0.3275862068965517,0.2507836990595611,0.2946708463949843,0.2836990595611285,0.20062695924764895,0.2382445141065831,0.21003134796238243,0.2163009404388715,0.21943573667711602,0.1739811912225706,0.18181818181818188,0.20376175548589348,0.18025078369905956,0.12539184952978055,0.1614420062695925,0.13479623824451414,0.15673981191222575,0.1300940438871474,0.1410658307210032,0.11598746081504707,0.12068965517241381,0.12539184952978055,0.11755485893416928,0.1081504702194358,0.3887147335423198,0.39498432601880884,0.30094043887147337,0.3166144200626959,0.11598746081504707,0.1410658307210032,0.17554858934169282,0.14576802507836994,0.12852664576802508,0.1614420062695925,0.15360501567398122,0.28996865203761757,0.12852664576802508,0.2617554858934169,0.19905956112852663,0.17868338557993735,0.12539184952978055,0.15987460815047028,0.10971786833855801,0.2821316614420063,0.12382445141065834,0.2163009404388715,0.2507836990595611,0.24451410658307215,0.8040752351097179
0.26645768025078376,0.22570532915360508,0.24294670846394983,0.20846394984326022,0.23197492163009403,0.4905956112852665,0.21003134796238243,0.2053291536050157,0.31974921630094044,0.206896551724138,0.2507836990595611,0.21159874608150475,0.24294670846394983,0.0,0.22570532915360508,0.21316614420062696,0.21316614420062696,0.22257053291536055,0.23197492163009403,0.22100313479623823,0.2915360501567399,0.20846394984326022,0.2695924764890283,0.2163009404388715,0.3557993730407524,0.2053291536050157,0.2272727272727273,0.21003134796238243,0.22570532915360508,0.6786833855799372,0.3025078369905957,0.3338557993730408,0.34169278996865204,0.3338557993730408,0.3166144200626959,0.32131661442006276,0.37617554858934177,0.2931034482758621,0.3369905956112853,0.3573667711598746,0.2711598746081505,0.3056426332288401,0.2931034482758621,0.2711598746081505,0.28683385579937304,0.25391849529780564,0.2617554858934169,0.2836990595611285,0.25391849529780564,0.23040752351097182,0.24764890282131669,0.2272727272727273,0.25548589341692796,0.21943573667711602,0.2178683385579938,0.21159874608150475,0.2163009404388715,0.21473354231974928,0.21003134796238243,0.21003134796238243,0.390282131661442,0.4247648902821317,0.3338557993730408,0.36206896551724144,0.21159874608150475,0.21473354231974928,0.26489028213166144,0.25391849529780564,0.22100313479623823,0.24764890282131669,0.24608150470219436,0.3793103448275862,0.2272727272727273,0.29780564263322884,0.27586206896551724,0.2523510971786834,0.21473354231974928,0.23667711598746088,0.2053291536050157,0.3275862068965517,0.21943573667711602,0.26489028213166144,0.30877742946708464,0.3056426332288401,0.7210031347962382
0.13479623824451414,0.056426332288401326,0.09247648902821315,0.042319749216300995,0.0658307210031348,0.3056426332288401,0.034482758620689724,0.029780564263322873,0.13479623824451414,0.031347962382445194,0.06269592476489028,0.036050156739811934,0.12695924764890287,0.22570532915360508,0.0,0.040752351097178674,0.047021943573667735,0.047021943573667735,0.05956112852664586,0.054858934169279006,0.15987460815047028,0.0329153605015674,0.10031347962382453,0.037617554858934255,0.21159874608150475,0.029780564263322873,0.054858934169279006,0.034482758620689724,0.06269592476489028,0.8040752351097179,0.18965517241379315,0.2523510971786834,0.2727272727272727,0.26802507836990597,0.20376175548589348,0.2272727272727273,0.2946708463949843,0.19905956112852663,0.27742946708463956,0.2601880877742947,0.17084639498432608,0.2053291536050157,0.14263322884012541,0.14263322884012541,0.14890282131661448,0.09404388714733547,0.1081504702194358,0.15517241379310354,0.10658307210031348,0.057993730407523536,0.10344827586206895,0.0642633228840126,0.07053291536050166,0.0658307210031348,0.054858934169279006,0.039184952978056464,0.047021943573667735,0.057993730407523536,0.040752351097178674,0.034482758620689724,0.3808777429467085,0.4216300940438872,0.27429467084639503,0.3056426332288401,0.051724137931034475,0.07366771159874608,0.13636363636363635,0.09404388714733547,0.048589341692790056,0.10344827586206895,0.07993730407523514,0.2382445141065831,0.048589341692790056,0.23510971786833856,0.15047021943573669,0.13322884012539193,0.054858934169279006,0.09247648902821315,0.0329153605015674,0.23354231974921635,0.047021943573667735,0.1833855799373041,0.22413793103448276,0.19278996865203768,0.890282131661442
0.1191222570532916,0.037617554858934255,0.07993730407523514,0.020376175548589393,0.040752351097178674,0.28683385579937304,0.015673981191222652,0.010971786833855801,0.1316614420062696,0.012539184952978122,0.056426332288401326,0.017241379310344862,0.11755485893416928,0.21316614420062696,0.040752351097178674,0.0,0.028213166144200663,0.031347962382445194,0.040752351097178674,0.0329153605015674,0.15047021943573669,0.014106583072100332,0.07210031347962387,0.021943573667711602,0.2053291536050157,0.010971786833855801,0.039184952978056464,0.015673981191222652,0.047021943573667735,0.829153605015674,0.1739811912225706,0.24294670846394983,0.24764890282131669,0.26802507836990597,0.19122257053291536,0.2178683385579938,0.27586206896551724,0.19278996865203768,0.2586206896551725,0.24764890282131669,0.16457680250783702,0.20219435736677116,0.13636363636363635,0.12695924764890287,0.14576802507836994,0.08150470219435735,0.09561128526645768,0.13949843260188088,0.09404388714733547,0.045454545454545525,0.09090909090909094,0.051724137931034475,0.0642633228840126,0.050156739811912265,0.045454545454545525,0.020376175548589393,0.028213166144200663,0.039184952978056464,0.021943573667711602,0.015673981191222652,0.3934169278996865,0.4216300940438872,0.27429467084639503,0.3056426332288401,0.029780564263322873,0.057993730407523536,0.12382445141065834,0.08463949843260188,0.039184952978056464,0.09404388714733547,0.057993730407523536,0.24137931034482762,0.029780564263322873,0.22257053291536055,0.13479623824451414,0.11755485893416928,0.0329153605015674,0.07680250783699061,0.014106583072100332,0.21473354231974928,0.031347962382445194,0.17084639498432608,0.20846394984326022,0.18965517241379315,0.9028213166144201
0.12539184952978055,0.043887147335423204,0.08307210031347967,0.029780564263322873,0.056426332288401326,0.2931034482758621,0.021943573667711602,0.017241379310344862,0.13479623824451414,0.018808777429467072,0.05956112852664586,0.023510971786833923,0.11755485893416928,0.21316614420062696,0.047021943573667735,0.028213166144200663,0.0,0.037617554858934255,0.047021943573667735,0.042319749216300995,0.14733542319749215,0.020376175548589393,0.08463949843260188,0.028213166144200663,0.21159874608150475,0.017241379310344862,0.045454545454545525,0.021943573667711602,0.050156739811912265,0.8197492163009404,0.18965517241379315,0.2523510971786834,0.25705329153605017,0.2711598746081505,0.19749216300940442,0.22100313479623823,0.27586206896551724,0.1959247648902822,0.26802507836990597,0.25391849529780564,0.17084639498432608,0.2053291536050157,0.13949843260188088,0.13322884012539193,0.152037617554859,0.08777429467084641,0.09874608150470221,0.14890282131661448,0.09717868338558,0.051724137931034475,0.09717868338558,0.057993730407523536,0.07053291536050166,0.053291536050156796,0.054858934169279006,0.026645768025078453,0.034482758620689724,0.045454545454545525,0.028213166144200663,0.021943573667711602,0.3996865203761756,0.4216300940438872,0.2805642633228841,0.30877742946708464,0.039184952978056464,0.0642633228840126,0.12695924764890287,0.09090909090909094,0.045454545454545525,0.09717868338558,0.0642633228840126,0.24764890282131669,0.039184952978056464,0.23197492163009403,0.13479623824451414,0.12382445141065834,0.042319749216300995,0.07680250783699061,0.020376175548589393,0.22413793103448276,0.037617554858934255,0.1833855799373041,0.21473354231974928,0.18965517241379315,0.9028213166144201
0.12852664576802508,0.040752351097178674,0.08307210031347967,0.0329153605015674,0.053291536050156796,0.30877742946708464,0.025078369905956133,0.020376175548589393,0.1410658307210032,0.021943573667711602,0.0658307210031348,0.026645768025078453,0.12695924764890287,0.22257053291536055,0.047021943573667735,0.031347962382445194,0.037617554858934255,0.0,0.047021943573667735,0.045454545454545525,0.1410658307210032,0.023510971786833923,0.08777429467084641,0.025078369905956133,0.19905956112852663,0.020376175548589393,0.045454545454545525,0.025078369905956133,0.056426332288401326,0.8134796238244514,0.1833855799373041,0.2523510971786834,0.2633228840125392,0.27429467084639503,0.19749216300940442,0.22413793103448276,0.28526645768025083,0.2053291536050157,0.2617554858934169,0.25705329153605017,0.16771159874608155,0.2053291536050157,0.13949843260188088,0.13949843260188088,0.14576802507836994,0.08777429467084641,0.09874608150470221,0.14890282131661448,0.09717868338558,0.054858934169279006,0.08777429467084641,0.061128526645768066,0.07366771159874608,0.056426332288401326,0.057993730407523536,0.029780564263322873,0.037617554858934255,0.048589341692790056,0.028213166144200663,0.025078369905956133,0.390282131661442,0.41849529780564265,0.27742946708463956,0.3025078369905957,0.039184952978056464,0.06739811912225713,0.12068965517241381,0.09090909090909094,0.048589341692790056,0.09717868338558,0.0642633228840126,0.24137931034482762,0.039184952978056464,0.2288401253918496,0.14420062695924774,0.12068965517241381,0.042319749216300995,0.08307210031347967,0.023510971786833923,0.22100313479623823,0.040752351097178674,0.1833855799373041,0.21159874608150475,0.1959247648902822,0.896551724137931
0.1316614420062696,0.056426332288401326,0.09874608150470221,0.039184952978056464,0.053291536050156796,0.30877742946708464,0.034482758620689724,0.029780564263322873,0.14420062695924774,0.031347962382445194,0.056426332288401326,0.036050156739811934,0.12382445141065834,0.23197492163009403,0.05956112852664586,0.040752351097178674,0.047021943573667735,0.047021943573667735,0.0,0.051724137931034475,0.16614420062695923,0.0329153605015674,0.09404388714733547,0.040752351097178674,0.21159874608150475,0.029780564263322873,0.057993730407523536,0.034482758620689724,0.0658307210031348,0.8072100313479624,0.19278996865203768,0.2492163009404389,0.2633228840125392,0.2836990595611285,0.21003134796238243,0.22413793103448276,0.2821316614420063,0.2053291536050157,0.27429467084639503,0.25391849529780564,0.17711598746081503,0.21159874608150475,0.14890282131661448,0.14890282131661448,0.152037617554859,0.09090909090909094,0.11128526645768033,0.152037617554859,0.10344827586206895,0.061128526645768066,0.10031347962382453,0.07053291536050166,0.07993730407523514,0.06896551724137934,0.06739811912225713,0.039184952978056464,0.047021943573667735,0.057993730407523536,0.037617554858934255,0.034482758620689724,0.3996865203761756,0.4153605015673981,0.2836990595611285,0.31818181818181823,0.051724137931034475,0.07680250783699061,0.13949843260188088,0.09717868338558,0.057993730407523536,0.11285266457680254,0.07680250783699061,0.25391849529780564,0.048589341692790056,0.23197492163009403,0.14733542319749215,0.12382445141065834,0.054858934169279006,0.08934169278996873,0.0329153605015674,0.22100313479623823,0.050156739811912265,0.1833855799373041,0.22413793103448276,0.21159874608150475,0.8808777429467085
0.13636363636363635,0.051724137931034475,0.09717868338558,0.034482758620689724,0.061128526645768066,0.29780564263322884,0.026645768025078453,0.025078369905956133,0.14263322884012541,0.026645768025078453,0.06739811912225713,0.031347962382445194,0.12539184952978055,0.22100313479623823,0.054858934169279006,0.0329153605015674,0.042319749216300995,0.045454545454545525,0.051724137931034475,0.0,0.152037617554859,0.028213166144200663,0.09247648902821315,0.036050156739811934,0.21316614420062696,0.025078369905956133,0.050156739811912265,0.029780564263322873,0.054858934169279006,0.8150470219435737,0.1849529780564264,0.24764890282131669,0.2617554858934169,0.2821316614420063,0.19278996865203768,0.2288401253918496,0.2836990595611285,0.20376175548589348,0.26645768025078376,0.2523510971786834,0.17554858934169282,0.206896551724138,0.1316614420062696,0.1410658307210032,0.14733542319749215,0.0862068965517242,0.10658307210031348,0.15047021943573669,0.10188087774294674,0.053291536050156796,0.09874608150470221,0.0658307210031348,0.0752351097178684,0.061128526645768066,0.056426332288401326,0.034482758620689724,0.042319749216300995,0.053291536050156796,0.036050156739811934,0.029780564263322873,0.39811912225705326,0.4106583072100314,0.27899686520376177,0.31034482758620696,0.037617554858934255,0.06896551724137934,0.1316614420062696,0.09561128526645768,0.053291536050156796,0.1081504702194358,0.0658307210031348,0.2398119122257053,0.047021943573667735,0.22413793103448276,0.14890282131661448,0.1316614420062696,0.050156739811912265,0.08777429467084641,0.028213166144200663,0.2163009404388715,0.045454545454545525,0.1849529780564264,0.22570532915360508,0.18808777429467083,0.8855799373040752
0.19749216300940442,0.12852664576802508,0.1959247648902822,0.13636363636363635,0.1724137931034483,0.25548589341692796,0.14420062695924774,0.13949843260188088,0.25705329153605017,0.1410658307210032,0.17554858934169282,0.14576802507836994,0.24608150470219436,0.2915360501567399,0.15987460815047028,0.15047021943573669,0.14733542319749215,0.1410658307210032,0.16614420062695923,0.152037617554859,0.0,0.14263322884012541,0.206896551724138,0.14733542319749215,0.3025078369905957,0.13949843260188088,0.152037617554859,0.14420062695924774,0.15360501567398122,0.6974921630094044,0.26489028213166144,0.34012539184952983,0.322884012539185,0.3463949843260188,0.2601880877742947,0.2931034482758621,0.3385579937304075,0.3025078369905957,0.31818181818181823,0.3385579937304075,0.26489028213166144,0.3025078369905957,0.23354231974921635,0.22100313479623823,0.24608150470219436,0.18808777429467083,0.19278996865203768,0.2492163009404389,0.19122257053291536,0.16457680250783702,0.1943573667711599,0.1739811912225706,0.17711598746081503,0.1724137931034483,0.16771159874608155,0.14576802507836994,0.15673981191222575,0.1614420062695925,0.15047021943573669,0.14420062695924774,0.3996865203761756,0.41849529780564265,0.27429467084639503,0.31191222570532917,0.14890282131661448,0.16771159874608155,0.19278996865203768,0.19122257053291536,0.1614420062695925,0.20062695924764895,0.152037617554859,0.30094043887147337,0.152037617554859,0.29780564263322884,0.21943573667711602,0.2178683385579938,0.15517241379310354,0.15830721003134796,0.13949843260188088,0.27429467084639503,0.15987460815047028,0.26802507836990597,0.28996865203761757,0.26802507836990597,0.8150470219435737
0.11755485893416928,0.029780564263322873,0.0752351097178684,0.015673981191222652,0.042319749216300995,0.2915360501567399,0.00783699059561127,0.0031347962382445305,0.12382445141065834,0.004702194357366851,0.048589341692790056,0.009404388714733591,0.10971786833855801,0.20846394984326022,0.0329153605015674,0.014106583072100332,0.020376175548589393,0.023510971786833923,0.0329153605015674,0.028213166144200663,0.14263322884012541,0.0,0.07366771159874608,0.014106583072100332,0.19749216300940442,0.0031347962382445305,0.031347962382445194,0.00783699059561127,0.039184952978056464,0.8275862068965517,0.17554858934169282,0.23510971786833856,0.2523510971786834,0.2633228840125392,0.17711598746081503,0.21003134796238243,0.27429467084639503,0.1849529780564264,0.25391849529780564,0.24608150470219436,0.15673981191222575,0.19749216300940442,0.12852664576802508,0.12539184952978055,0.13479623824451414,0.07366771159874608,0.08463949843260188,0.13479623824451414,0.0862068965517242,0.037617554858934255,0.07993730407523514,0.043887147335423204,0.056426332288401326,0.042319749216300995,0.040752351097178674,0.012539184952978122,0.020376175548589393,0.031347962382445194,0.014106583072100332,0.00783699059561127,0.39498432601880884,0.41692789968652044,0.2727272727272727,0.3040752351097179,0.025078369905956133,0.047021943573667735,0.11598746081504707,0.07680250783699061,0.028213166144200663,0.0862068965517242,0.053291536050156796,0.23667711598746088,0.021943573667711602,0.2178683385579938,0.12695924764890287,0.10971786833855801,0.028213166144200663,0.06896551724137934,0.006269592476489061,0.21316614420062696,0.023510971786833923,0.1724137931034483,0.20376175548589348,0.1849529780564264,0.9075235109717869
0.16927899686520376,0.09717868338558,0.12695924764890287,0.08307210031347967,0.08777429467084641,0.3495297805642633,0.0752351097178684,0.07053291536050166,0.18181818181818188,0.07210031347962387,0.10971786833855801,0.07680250783699061,0.1739811912225706,0.2695924764890283,0.10031347962382453,0.07210031347962387,0.08463949843260188,0.08777429467084641,0.09404388714733547,0.09247648902821315,0.206896551724138,0.07366771159874608,0.0,0.08150470219435735,0.2523510971786834,0.07053291536050166,0.09874608150470221,0.0752351097178684,0.09404388714733547,0.7946708463949843,0.22100313479623823,0.2805642633228841,0.2821316614420063,0.28683385579937304,0.23510971786833856,0.2523510971786834,0.2946708463949843,0.23667711598746088,0.28683385579937304,0.28526645768025083,0.19278996865203768,0.24608150470219436,0.18652037617554862,0.17084639498432608,0.19278996865203768,0.1316614420062696,0.13949843260188088,0.18652037617554862,0.14420062695924774,0.10501567398119127,0.1410658307210032,0.1081504702194358,0.12068965517241381,0.10344827586206895,0.10501567398119127,0.07993730407523514,0.08463949843260188,0.09874608150470221,0.0752351097178684,0.0752351097178684,0.4122257053291536,0.4373040752351097,0.32131661442006276,0.3244514106583072,0.08934169278996873,0.11128526645768033,0.1739811912225706,0.13479623824451414,0.09561128526645768,0.14420062695924774,0.11128526645768033,0.2601880877742947,0.08934169278996873,0.2727272727272727,0.1724137931034483,0.16771159874608155,0.08934169278996873,0.12695924764890287,0.07366771159874608,0.24608150470219436,0.08463949843260188,0.2272727272727273,0.2492163009404389,0.22100313479623823,0.8463949843260188
0.12225705329153613,0.034482758620689724,0.07053291536050166,0.023510971786833923,0.050156739811912265,0.2931034482758621,0.015673981191222652,0.010971786833855801,0.12852664576802508,0.012539184952978122,0.056426332288401326,0.017241379310344862,0.11128526645768033,0.2163009404388715,0.037617554858934255,0.021943573667711602,0.028213166144200663,0.025078369905956133,0.040752351097178674,0.036050156739811934,0.14733542319749215,0.014106583072100332,0.08150470219435735,0.0,0.19905956112852663,0.010971786833855801,0.039184952978056464,0.015673981191222652,0.047021943573667735,0.8197492163009404,0.18025078369905956,0.24294670846394983,0.25705329153605017,0.26489028213166144,0.18181818181818188,0.2178683385579938,0.2727272727272727,0.1959247648902822,0.2586206896551725,0.24764890282131669,0.15830721003134796,0.19278996865203768,0.13322884012539193,0.12695924764890287,0.14263322884012541,0.08150470219435735,0.09247648902821315,0.14263322884012541,0.09404388714733547,0.045454545454545525,0.09090909090909094,0.051724137931034475,0.0642633228840126,0.050156739811912265,0.048589341692790056,0.017241379310344862,0.028213166144200663,0.039184952978056464,0.021943573667711602,0.015673981191222652,0.38401253918495304,0.41849529780564265,0.26802507836990597,0.3025078369905957,0.0329153605015674,0.057993730407523536,0.12068965517241381,0.08463949843260188,0.039184952978056464,0.09404388714733547,0.061128526645768066,0.24137931034482762,0.0329153605015674,0.2163009404388715,0.13479623824451414,0.11755485893416928,0.0329153605015674,0.07680250783699061,0.014106583072100332,0.22100313479623823,0.028213166144200663,0.1739811912225706,0.19905956112852663,0.1833855799373041,0.8996865203761756
0.27742946708463956,0.22100313479623823,0.23510971786833856,0.20062695924764895,0.2178683385579938,0.4012539184952978,0.1959247648902822,0.1943573667711599,0.23040752351097182,0.1959247648902822,0.22413793103448276,0.20062695924764895,0.24451410658307215,0.3557993730407524,0.21159874608150475,0.2053291536050157,0.21159874608150475,0.19905956112852663,0.21159874608150475,0.21316614420062696,0.3025078369905957,0.19749216300940442,0.2523510971786834,0.19905956112852663,0.0,0.1943573667711599,0.20062695924764895,0.19905956112852663,0.22100313479623823,0.670846394984326,0.2915360501567399,0.335423197492163,0.35266457680250785,0.35109717868338564,0.28996865203761757,0.3134796238244515,0.377742946708464,0.31974921630094044,0.3667711598746082,0.34326018808777436,0.28840125391849536,0.29780564263322884,0.2633228840125392,0.2633228840125392,0.28526645768025083,0.2492163009404389,0.25391849529780564,0.27899686520376177,0.2617554858934169,0.2163009404388715,0.24608150470219436,0.22257053291536055,0.23197492163009403,0.21159874608150475,0.2163009404388715,0.19749216300940442,0.20219435736677116,0.21316614420062696,0.19905956112852663,0.19278996865203768,0.3918495297805643,0.42946708463949845,0.35423197492163017,0.3385579937304075,0.20376175548589348,0.2288401253918496,0.26645768025078376,0.22413793103448276,0.206896551724138,0.22100313479623823,0.2288401253918496,0.29623824451410663,0.206896551724138,0.31818181818181823,0.2523510971786834,0.26645768025078376,0.21003134796238243,0.24137931034482762,0.19749216300940442,0.33228840125391856,0.19905956112852663,0.30094043887147337,0.3166144200626959,0.30094043887147337,0.7288401253918495
0.11442006269592475,0.026645768025078453,0.07210031347962387,0.012539184952978122,0.039184952978056464,0.28840125391849536,0.004702194357366851,,0.12068965517241381,0.0015673981191223207,0.045454545454545525,0.006269592476489061,0.10658307210031348,0.2053291536050157,0.029780564263322873,0.010971786833855801,0.017241379310344862,0.020376175548589393,0.029780564263322873,0.025078369905956133,0.13949843260188088,0.0031347962382445305,0.07053291536050166,0.010971786833855801,0.1943573667711599,0.0,0.028213166144200663,0.004702194357366851,0.11238615294952647,0.8502017075433155,0.44267801164352893,0.34749216300940444,0.39777951933124345,0.39602925809822354,0.2271682340647857,0.28166144200626964,0.3891327063740857,0.23811389759665613,0.3153082549634273,0.3184430512016718,0.22917972831765943,0.22413793103448276,0.1410658307210032,0.12826541274817127,0.15099268547544398,0.08072100313479624,0.09665621734587249,0.15726227795193304,0.08855799373040751,0.034482758620689724,0.08228840125391856,0.0433646812957158,0.060867293625914254,0.040752351097178674,0.037617554858934255,0.009404388714733591,0.017241379310344862,0.028996865203761768,0.010971786833855801,0.004702194357366851,0.3918495297805643,0.42006269592476486,0.2695924764890283,0.30094043887147337,0.021943573667711602,0.06087705398050236,0.11285266457680254,0.3886285842669749,0.02846133751306168,0.09144694067107872,0.05521812957157779,0.2574512805124519,0.022943062086381194,0.22900343092800302,0.13375625727631002,0.10986456299826663,0.027659116306745557,0.06840132648322306,0.0031347962382445305,0.2510449320794149,0.020376175548589393,0.16927899686520376,0.206896551724138,0.18181818181818188,0.9106583072100314
0.13636363636363635,0.051724137931034475,0.09404388714733547,0.034482758620689724,0.061128526645768066,0.28526645768025083,0.0329153605015674,0.028213166144200663,0.14576802507836994,0.029780564263322873,0.07366771159874608,0.034482758620689724,0.13479623824451414,0.2272727272727273,0.054858934169279006,0.039184952978056464,0.045454545454545525,0.045454545454545525,0.057993730407523536,0.050156739811912265,0.152037617554859,0.031347962382445194,0.09874608150470221,0.039184952978056464,0.20062695924764895,0.028213166144200663,0.0,0.029780564263322873,0.054858934169279006,0.8025078369905956,0.18808777429467083,0.25391849529780564,0.25548589341692796,0.2821316614420063,0.20219435736677116,0.23510971786833856,0.28683385579937304,0.206896551724138,0.2727272727272727,0.25548589341692796,0.1724137931034483,0.21943573667711602,0.15047021943573669,0.14733542319749215,0.15673981191222575,0.09247648902821315,0.10658307210031348,0.15673981191222575,0.10188087774294674,0.05956112852664586,0.10501567398119127,0.0658307210031348,0.07836990595611293,0.061128526645768066,0.05956112852664586,0.037617554858934255,0.042319749216300995,0.056426332288401326,0.039184952978056464,0.0329153605015674,0.3887147335423198,0.41692789968652044,0.28526645768025083,0.30094043887147337,0.047021943573667735,0.0752351097178684,0.13479623824451414,0.09874608150470221,0.056426332288401326,0.1081504702194358,0.07836990595611293,0.23667711598746088,0.050156739811912265,0.23040752351097182,0.14890282131661448,0.12852664576802508,0.053291536050156796,0.09090909090909094,0.031347962382445194,0.2288401253918496,0.048589341692790056,0.19749216300940442,0.22570532915360508,0.21003134796238243,0.8887147335423198
